,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
96,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_esk_dis,[1 0 0 0 0 0 0 0 1 0 0 2 2 0 2],0.30291,0.13283,0.31148,0.07843,0.35188,0.27572,0.30918
97,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_esk_dis,[1 0 0 0 0 0 0 0 1 0 0 0 0 2 0],0.1273,-0.04433,0.1533,-0.03893,0.20281,0.11588,0.14748
98,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,comp_hr_lin_din,[0 1 0 0 1 0 0 1 0 0 0 1 1 2 1],0.17442,0.01545,0.17715,0.0295,0.19768,0.15876,0.1761
99,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,avg_hr_lin_dis,[0 1 0 0 1 0 0 1 0 0 0 1 1 2 1],0.17442,0.01545,0.17715,0.0295,0.19768,0.15876,0.1761
100,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral warp,[2 0 0 0 0 2 2 2 2 2 1 1 1 1 1],0.91839,0.80476,0.84111,0.79208,0.84629,0.83595,0.84109
101,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff prop,[0 0 0 0 0 0 0 0 1 0 1 1 1 1 1],0.50621,0.41797,0.58871,0.44077,0.75216,0.46077,0.57147
102,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,pca,[0 0 0 0 0 0 0 0 1 0 1 1 1 1 1],0.50621,0.41797,0.58871,0.44077,0.75216,0.46077,0.57147
103,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spectral overlap,[2 1 1 1 1 0 0 0 0 0 0 0 0 0 0],0.63651,0.50482,0.67755,0.44077,0.79236,0.57938,0.66934
104,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_choice,[1 1 0 0 1 0 0 0 0 0 1 1 2 1 1],0.50073,0.3636,0.50586,0.33333,0.56144,0.45578,0.50312
105,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_ent,[1 1 1 1 1 2 2 1 0 2 0 0 0 0 0],0.73816,0.6094,0.68568,0.61489,0.69973,0.67191,0.68554
106,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,km_con,[2 2 1 1 2 1 1 1 0 1 0 0 0 0 0],0.66378,0.5288,0.61659,0.47896,0.62922,0.6042,0.61646
107,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_cat,[1 1 1 1 1 1 1 1 1 1 0 1 1 0 2],0.27607,0.11562,0.33244,0.09732,0.4398,0.25129,0.31983
108,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 1 2 3 4 5],0.63651,0.31366,0.56071,0.28986,0.54264,0.57938,0.56041
109,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_cos_ent,[0 2 2 2 2 0 0 1 1 0 1 1 1 1 1],0.66946,0.53434,0.6202,0.47896,0.63121,0.60937,0.6201
110,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_cos_ent,[4 0 1 2 3 4 4 5 5 4 5 5 5 5 5],0.66946,0.25942,0.53407,0.30241,0.46806,0.60937,0.52945
111,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_rbf,[1 1 1 1 1 2 2 1 0 2 0 0 0 0 0],0.73816,0.6094,0.68568,0.61489,0.69973,0.67191,0.68554
112,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_esk_sim,[1 1 0 0 1 0 0 0 0 0 2 1 1 2 1],0.54216,0.39844,0.51964,0.32399,0.54718,0.4935,0.51895
113,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_esk_sim,[0 0 1 1 0 1 1 1 1 1 1 1 1 2 1],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
114,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,spect_lin_sim,[0 0 1 1 0 1 1 1 1 1 2 0 0 2 0],0.54216,0.39844,0.51964,0.32399,0.54718,0.4935,0.51895
115,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,aff_lin_sim,[0 0 1 1 0 1 1 1 1 1 0 0 0 0 0],0.46659,0.37987,0.53554,0.39216,0.67531,0.4247,0.52146
116,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_esk_dis,[2 2 0 0 2 0 0 0 0 0 1 0 0 1 0],0.41218,0.25191,0.42384,0.15686,0.4788,0.37518,0.4207
117,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_esk_dis,[1 1 2 2 1 2 2 2 2 2 0 2 2 0 2],0.41218,0.25191,0.42384,0.15686,0.4788,0.37518,0.4207
118,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,comp_hr_lin_din,[2 2 1 1 2 1 1 1 1 1 2 0 0 2 0],0.59508,0.45384,0.55572,0.37179,0.57014,0.54167,0.55554
119,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 1, 5]",,avg_hr_lin_dis,[0 0 1 1 0 1 1 1 1 1 0 0 2 0 0],0.50073,0.3636,0.50586,0.33333,0.56144,0.45578,0.50312
