,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
59,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff_lin_sim,[0 1 0 0 1 0 0 0 1 1 1 2 1 1 2 1 1 1 2 1],0.33263,0.29755,0.40471,0.2221,0.34131,0.47989,0.39891,7.0,16.0,16.0,17.0,17.0,7.0,16.0
60,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,comp_hr_esk_dis,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
61,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,avg_hr_esk_dis,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
62,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,comp_hr_lin_din,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
63,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,avg_hr_lin_dis,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
64,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_edr,[1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
65,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff_edr,[0 0 1 0 1 0 2 0 0 1 2 1 2 1 0 2 1 2 1 1],0.15988,0.10062,0.18474,0.13002,0.14797,0.23066,0.18028,20.0,20.0,20.0,20.0,20.0,20.0,20.0
66,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.3, 0.7]",,spectral warp,[0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,16.0,13.0,16.0,16.0,16.0,16.0,16.0
67,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.3, 0.7]",,aff prop,[0 0 1 1 2 3 3 3 4 3 3 1 4 4 1 1 0 3 2 1],0.05097,-0.0568,0.04963,-0.0332,0.03349,0.07353,0.04602,7.0,22.0,11.0,13.0,11.0,7.0,11.0
68,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.3, 0.7]",,pca,[0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 1],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,15.0,12.0,15.0,14.0,15.0,15.0,15.0
